	Original.Reads	Filtered.Reads	Denoised.Reads	tabled	Non.chimeric.Reads	pseq	study	PRJ	Molecule	Cheese	Country	Region	Space	doi	Extraction_kit	Extraction_volume	Sequencer	Animal	Time	Pasteurized	pH	NaCl
SRR8003292_1	90702	90100	89815	89815	82453	82338	10	PRJNA476316	DNA	Araxa	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003293_1	94457	92773	92549	92549	82714	82714	10	PRJNA476316	DNA	Canastra	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003294_1	108763	105979	105662	105662	96980	96980	10	PRJNA476316	DNA	Canastra	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003295_1	79223	77524	77403	77403	70000	69982	10	PRJNA476316	DNA	Canastra	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003296_1	103347	101008	100748	100748	97268	97268	10	PRJNA476316	DNA	Canastra	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003297_1	72799	72378	72220	72220	66331	66100	10	PRJNA476316	DNA	Araxa	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003299_1	78546	78126	77904	77904	71041	71010	10	PRJNA476316	DNA	Araxa	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003300_1	69265	68789	68577	68577	62930	62895	10	PRJNA476316	DNA	Araxa	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003301_1	59135	58772	58594	58594	54189	54179	10	PRJNA476316	DNA	Araxa	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003302_1	58001	57611	57405	57405	53045	53045	10	PRJNA476316	DNA	Araxa	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003304_1	73300	72845	72488	72488	66622	66609	10	PRJNA476316	DNA	Araxa	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003305_1	63106	62700	62563	62563	58303	58260	10	PRJNA476316	DNA	Araxa	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003306_1	67165	66705	66557	66557	61327	61327	10	PRJNA476316	DNA	Araxa	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003308_1	49115	48819	48614	48614	44019	43984	10	PRJNA476316	DNA	Caipira	Brazil	MatoGrossodoSul	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003309_1	46352	46076	45782	45782	42090	42090	10	PRJNA476316	DNA	Caipira	Brazil	MatoGrossodoSul	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003311_1	51897	51551	51370	51370	47416	47416	10	PRJNA476316	DNA	Caipira	Brazil	MatoGrossodoSul	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003312_1	37064	36802	36671	36671	33315	33315	10	PRJNA476316	DNA	Caipira	Brazil	MatoGrossodoSul	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003313_1	69935	69537	69134	69134	62782	62782	10	PRJNA476316	DNA	Caipira	Brazil	MatoGrossodoSul	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003315_1	78197	77586	77349	77349	70952	70939	10	PRJNA476316	DNA	Caipira	Brazil	MatoGrossodoSul	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003316_1	81331	80794	80474	80474	73554	73536	10	PRJNA476316	DNA	Caipira	Brazil	MatoGrossodoSul	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003317_1	80564	80048	79758	79758	74778	74753	10	PRJNA476316	DNA	Caipira	Brazil	MatoGrossodoSul	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003318_1	99040	96435	95965	95965	88184	88184	10	PRJNA476316	DNA	CampodasVertentes	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003319_1	89120	87199	87015	87015	81056	81056	10	PRJNA476316	DNA	Cerrado	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003321_1	74512	73977	73776	73776	69117	69096	10	PRJNA476316	DNA	Caipira	Brazil	MatoGrossodoSul	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003323_1	53486	53203	53042	53042	50066	50058	10	PRJNA476316	DNA	Caipira	Brazil	MatoGrossodoSul	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003324_1	64845	64424	64211	64211	60626	60595	10	PRJNA476316	DNA	Caipira	Brazil	MatoGrossodoSul	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003325_1	72053	71631	71336	71336	64069	64069	10	PRJNA476316	DNA	Caipira	Brazil	MatoGrossodoSul	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003326_1	71033	70565	70273	70273	65326	65326	10	PRJNA476316	DNA	Caipira	Brazil	MatoGrossodoSul	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003327_1	72600	72148	71763	71763	65953	65924	10	PRJNA476316	DNA	Caipira	Brazil	MatoGrossodoSul	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003328_1	83266	82676	82353	82353	75514	75499	10	PRJNA476316	DNA	Caipira	Brazil	MatoGrossodoSul	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003329_1	58833	58487	58215	58215	53150	53150	10	PRJNA476316	DNA	Caipira	Brazil	MatoGrossodoSul	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003330_1	70879	69196	68873	68873	64449	64449	10	PRJNA476316	DNA	Colonial	Brazil	RioGrandeDoSul	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003331_1	69665	68131	67890	67890	64511	64511	10	PRJNA476316	DNA	Colonial	Brazil	RioGrandeDoSul	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003332_1	85149	83000	82759	82759	78331	78318	10	PRJNA476316	DNA	Colonial	Brazil	RioGrandeDoSul	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003333_1	94337	92290	92145	92145	85920	85910	10	PRJNA476316	DNA	Colonial	Brazil	RioGrandeDoSul	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003334_1	85446	83461	83291	83291	81060	81006	10	PRJNA476316	DNA	Colonial	Brazil	RioGrandeDoSul	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003335_1	91665	89752	89606	89606	87430	87379	10	PRJNA476316	DNA	Colonial	Brazil	RioGrandeDoSul	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003337_1	74108	73032	72845	72845	71848	71793	10	PRJNA476316	DNA	Colonial	Brazil	RioGrandeDoSul	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003338_1	94852	92564	92333	92333	87663	87656	10	PRJNA476316	DNA	Colonial	Brazil	RioGrandeDoSul	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003339_1	81135	79493	79387	79387	77895	77879	10	PRJNA476316	DNA	Colonial	Brazil	RioGrandeDoSul	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003340_1	98976	98390	98129	98129	88259	88259	10	PRJNA476316	DNA	CampodasVertentes	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003341_1	96107	93832	93550	93550	87839	87839	10	PRJNA476316	DNA	CampodasVertentes	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003342_1	45807	45421	45220	45220	41715	41715	10	PRJNA476316	DNA	CampodasVertentes	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003343_1	82091	81498	81298	81298	74214	74192	10	PRJNA476316	DNA	CampodasVertentes	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003344_1	80834	80366	80158	80158	73099	73083	10	PRJNA476316	DNA	CampodasVertentes	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003346_1	56290	55955	55704	55704	51517	51517	10	PRJNA476316	DNA	Caipira	Brazil	MatoGrossodoSul	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003347_1	88084	87550	87415	87415	80798	80786	10	PRJNA476316	DNA	Caipira	Brazil	MatoGrossodoSul	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003348_1	53735	53419	53229	53229	48576	48576	10	PRJNA476316	DNA	CampodasVertentes	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003349_1	85871	83711	83515	83515	78822	78803	10	PRJNA476316	DNA	CampodasVertentes	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003350_1	98885	98231	97893	97893	86886	86883	10	PRJNA476316	DNA	CampodasVertentes	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003351_1	102379	101785	101575	101575	92863	92832	10	PRJNA476316	DNA	CampodasVertentes	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003352_1	58485	58123	57957	57957	55876	55824	10	PRJNA476316	DNA	Butter	Brazil	Ceara	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003353_1	44201	43965	43786	43786	41574	41554	10	PRJNA476316	DNA	Butter	Brazil	Ceara	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003354_1	56579	56245	56028	56028	54674	54674	10	PRJNA476316	DNA	Butter	Brazil	Ceara	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003355_1	50948	50647	50498	50498	48120	48027	10	PRJNA476316	DNA	Butter	Brazil	Ceara	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003356_1	66911	66531	66048	66048	62228	62174	10	PRJNA476316	DNA	Butter	Brazil	Ceara	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003357_1	167537	166519	166054	166054	155538	155377	10	PRJNA476316	DNA	Butter	Brazil	Ceara	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003359_1	31188	31000	30930	30930	28925	28902	10	PRJNA476316	DNA	Marajo	Brazil	Para	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003360_1	35669	35440	35257	35257	34463	34463	10	PRJNA476316	DNA	Marajo	Brazil	Para	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003361_1	34610	34301	34176	34176	33159	33123	10	PRJNA476316	DNA	Marajo	Brazil	Para	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003362_1	88310	86140	85872	85872	76935	76935	10	PRJNA476316	DNA	CampodasVertentes	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003363_1	87752	86219	85949	85949	77621	77615	10	PRJNA476316	DNA	CampodasVertentes	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003364_1	46008	45692	45443	45443	41960	41960	10	PRJNA476316	DNA	Caipira	Brazil	MatoGrossodoSul	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003365_1	75658	75151	74674	74674	69565	69565	10	PRJNA476316	DNA	Caipira	Brazil	MatoGrossodoSul	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003367_1	73506	73033	72695	72695	67739	67739	10	PRJNA476316	DNA	Caipira	Brazil	MatoGrossodoSul	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003368_1	53634	53311	53064	53064	49232	49232	10	PRJNA476316	DNA	Caipira	Brazil	MatoGrossodoSul	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003369_1	59414	59035	58772	58772	55131	55131	10	PRJNA476316	DNA	Caipira	Brazil	MatoGrossodoSul	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003370_1	52685	52312	51948	51948	48405	48403	10	PRJNA476316	DNA	Caipira	Brazil	MatoGrossodoSul	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003371_1	40243	40017	39802	39802	36639	36639	10	PRJNA476316	DNA	Caipira	Brazil	MatoGrossodoSul	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003372_1	77942	77374	76958	76958	70922	70885	10	PRJNA476316	DNA	Caipira	Brazil	MatoGrossodoSul	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003373_1	71860	71430	71168	71168	65667	65667	10	PRJNA476316	DNA	Caipira	Brazil	MatoGrossodoSul	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003374_1	50720	50441	50210	50210	45554	45547	10	PRJNA476316	DNA	Curd	Brazil	Sergipe	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003375_1	57266	56913	56774	56774	52502	52502	10	PRJNA476316	DNA	Curd	Brazil	Sergipe	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003377_1	45608	45339	45176	45176	42002	42002	10	PRJNA476316	DNA	Curd	Brazil	Sergipe	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003378_1	86035	85568	85163	85163	82148	82133	10	PRJNA476316	DNA	Curd	Brazil	Sergipe	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003379_1	29536	29397	29273	29273	27224	27224	10	PRJNA476316	DNA	Curd	Brazil	Sergipe	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003380_1	32101	31979	31811	31811	29900	29900	10	PRJNA476316	DNA	Curd	Brazil	Sergipe	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003381_1	29592	29451	29295	29295	26680	26680	10	PRJNA476316	DNA	Curd	Brazil	Sergipe	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003382_1	46944	46731	46639	46639	43652	43652	10	PRJNA476316	DNA	Curd	Brazil	Sergipe	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003383_1	36596	36425	36351	36351	34199	34199	10	PRJNA476316	DNA	Curd	Brazil	Sergipe	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR5345039_1	27481	27468	27445	27445	26307	26307	11	PRJNA379167	DNA	PecorinoCrotonese	Italy	Calabria	V3-V4	10.1016/j.foodres.2018.10.024	FastDNA ProSoil Direct Kit	10g	Miseq	Sheep		YES	NA	NA
SRR5345040_1	20347	20328	20297	20297	19633	19633	11	PRJNA379167	DNA	PecorinoCrotonese	Italy	Calabria	V3-V4	10.1016/j.foodres.2018.10.024	FastDNA ProSoil Direct Kit	10g	Miseq	Sheep		YES	NA	NA
SRR5345041_1	27745	27728	27700	27700	25978	25974	11	PRJNA379167	DNA	PecorinoCrotonese	Italy	Calabria	V3-V4	10.1016/j.foodres.2018.10.024	FastDNA ProSoil Direct Kit	10g	Miseq	Sheep		YES	NA	NA
SRR5345042_1	19939	19924	19883	19883	19262	19262	11	PRJNA379167	DNA	PecorinoCrotonese	Italy	Calabria	V3-V4	10.1016/j.foodres.2018.10.024	FastDNA ProSoil Direct Kit	10g	Miseq	Sheep		YES	NA	NA
SRR5345043_1	132686	132433	132252	132252	124128	124128	11	PRJNA379167	DNA	PecorinoCrotonese	Italy	Calabria	V3-V4	10.1016/j.foodres.2018.10.024	FastDNA ProSoil Direct Kit	10g	Miseq	Sheep		YES	NA	NA
SRR5345044_1	17547	17535	17509	17509	17025	17025	11	PRJNA379167	DNA	PecorinoCrotonese	Italy	Calabria	V3-V4	10.1016/j.foodres.2018.10.024	FastDNA ProSoil Direct Kit	10g	Miseq	Sheep		YES	NA	NA
SRR5345045_1	20310	20293	20235	20235	19326	19326	11	PRJNA379167	DNA	PecorinoCrotonese	Italy	Calabria	V3-V4	10.1016/j.foodres.2018.10.024	FastDNA ProSoil Direct Kit	10g	Miseq	Sheep		YES	NA	NA
SRR5345046_1	22165	22149	22084	22084	21558	21558	11	PRJNA379167	DNA	PecorinoCrotonese	Italy	Calabria	V3-V4	10.1016/j.foodres.2018.10.024	FastDNA ProSoil Direct Kit	10g	Miseq	Sheep		YES	NA	NA
SRR5345047_1	19754	19746	19691	19691	18905	18905	11	PRJNA379167	DNA	PecorinoCrotonese	Italy	Calabria	V3-V4	10.1016/j.foodres.2018.10.024	FastDNA ProSoil Direct Kit	10g	Miseq	Sheep		YES	NA	NA
SRR5345048_1	54502	54437	54361	54361	50944	50944	11	PRJNA379167	DNA	PecorinoCrotonese	Italy	Calabria	V3-V4	10.1016/j.foodres.2018.10.024	FastDNA ProSoil Direct Kit	10g	Miseq	Sheep		YES	NA	NA
SRR5345049_1	28487	28458	28421	28421	27406	27406	11	PRJNA379167	DNA	PecorinoCrotonese	Italy	Calabria	V3-V4	10.1016/j.foodres.2018.10.024	FastDNA ProSoil Direct Kit	10g	Miseq	Sheep		YES	NA	NA
SRR5345050_1	21209	21184	21142	21142	20417	20417	11	PRJNA379167	DNA	PecorinoCrotonese	Italy	Calabria	V3-V4	10.1016/j.foodres.2018.10.024	FastDNA ProSoil Direct Kit	10g	Miseq	Sheep		YES	NA	NA
SRR5345051_1	19788	19759	19738	19738	19036	19036	11	PRJNA379167	DNA	PecorinoCrotonese	Italy	Calabria	V3-V4	10.1016/j.foodres.2018.10.024	FastDNA ProSoil Direct Kit	10g	Miseq	Sheep		YES	NA	NA
SRR5345053_1	20272	20246	20197	20197	19573	19568	11	PRJNA379167	DNA	PecorinoCrotonese	Italy	Calabria	V3-V4	10.1016/j.foodres.2018.10.024	FastDNA ProSoil Direct Kit	10g	Miseq	Sheep		YES	NA	NA
SRR5345054_1	74015	73906	73830	73830	70044	70044	11	PRJNA379167	DNA	PecorinoCrotonese	Italy	Calabria	V3-V4	10.1016/j.foodres.2018.10.024	FastDNA ProSoil Direct Kit	10g	Miseq	Sheep		YES	NA	NA
SRR6450985_1	32492	32436	32343	32343	30533	30533	12	PRJNA413466	DNA	Qula	China	Xizang	V3-V4	10.7717/peerj.6044	E.Z.N.A. Soil DNA Kit 	0.2g	Miseq	Yak		NO	NA	NA
SRR6450986_1	35756	35697	35638	35638	34616	34616	12	PRJNA413466	DNA	Qula	China	Yunnan	V3-V4	10.7717/peerj.6044	E.Z.N.A. Soil DNA Kit 	0.2g	Miseq	Yak		NO	NA	NA
SRR6450987_1	35473	35402	35332	35332	34324	34324	12	PRJNA413466	DNA	Qula	China	Yunnan	V3-V4	10.7717/peerj.6044	E.Z.N.A. Soil DNA Kit 	0.2g	Miseq	Yak		NO	NA	NA
SRR6450988_1	37368	37299	37251	37251	36036	36036	12	PRJNA413466	DNA	Qula	China	Yunnan	V3-V4	10.7717/peerj.6044	E.Z.N.A. Soil DNA Kit 	0.2g	Miseq	Yak		NO	NA	NA
SRR6450989_1	31515	31449	31277	31277	30498	30498	12	PRJNA413466	DNA	Qula	China	Qinghai	V3-V4	10.7717/peerj.6044	E.Z.N.A. Soil DNA Kit 	0.2g	Miseq	Yak		NO	NA	NA
SRR6450990_1	36583	36515	36362	36362	34549	34549	12	PRJNA413466	DNA	Qula	China	Qinghai	V3-V4	10.7717/peerj.6044	E.Z.N.A. Soil DNA Kit 	0.2g	Miseq	Yak		NO	NA	NA
SRR6450991_1	35591	35521	35433	35433	33566	33562	12	PRJNA413466	DNA	Qula	China	Xizang	V3-V4	10.7717/peerj.6044	E.Z.N.A. Soil DNA Kit 	0.2g	Miseq	Yak		NO	NA	NA
SRR6450992_1	34605	34543	34475	34475	32713	32713	12	PRJNA413466	DNA	Qula	China	Xizang	V3-V4	10.7717/peerj.6044	E.Z.N.A. Soil DNA Kit 	0.2g	Miseq	Yak		NO	NA	NA
SRR6450993_1	35507	35442	35346	35346	34252	34248	12	PRJNA413466	DNA	Qula	China	Gansu	V3-V4	10.7717/peerj.6044	E.Z.N.A. Soil DNA Kit 	0.2g	Miseq	Yak		NO	NA	NA
SRR6450994_1	35633	35571	35407	35407	34551	34551	12	PRJNA413466	DNA	Qula	China	Qinghai	V3-V4	10.7717/peerj.6044	E.Z.N.A. Soil DNA Kit 	0.2g	Miseq	Yak		NO	NA	NA
SRR6450995_1	33141	33067	32967	32967	31827	31827	12	PRJNA413466	DNA	Qula	China	Gansu	V3-V4	10.7717/peerj.6044	E.Z.N.A. Soil DNA Kit 	0.2g	Miseq	Yak		NO	NA	NA
SRR6450996_1	33850	33770	33636	33636	32210	32207	12	PRJNA413466	DNA	Qula	China	Gansu	V3-V4	10.7717/peerj.6044	E.Z.N.A. Soil DNA Kit 	0.2g	Miseq	Yak		NO	NA	NA
SRR6450997_1	32339	32277	32181	32181	30463	30461	12	PRJNA413466	DNA	Qula	China	Sichuan	V3-V4	10.7717/peerj.6044	E.Z.N.A. Soil DNA Kit 	0.2g	Miseq	Yak		NO	NA	NA
SRR6450998_1	33016	32964	32814	32814	30696	30696	12	PRJNA413466	DNA	Qula	China	Sichuan	V3-V4	10.7717/peerj.6044	E.Z.N.A. Soil DNA Kit 	0.2g	Miseq	Yak		NO	NA	NA
SRR6450999_1	30615	30563	30494	30494	29014	29014	12	PRJNA413466	DNA	Qula	China	Sichuan	V3-V4	10.7717/peerj.6044	E.Z.N.A. Soil DNA Kit 	0.2g	Miseq	Yak		NO	NA	NA
